289,,,,,289,,,,,289,,,,289,,,,,,,289,,"ไม่สนใจส่วนใหญ่ โควตาหมดไว เลยไม่ค่อยได้ใช้ระบบ หรือออกจาก สปสช. AIติดภาษาถิ่น"""
รายชื่อลูกค้า,,,,,ติดตามสถานะ PresScribe AI,,,,,ติดตามสถานะ iService,,,,สถานะโทรเชิญชวน,,,,,,,สถานะโทรเชิญชวน MED AI,,
ลำดับ,รหัสหน่วยบริการ,ชื่อลูกค้า,  จังหวัด,BD,สถานะ Provider ID,สถานะการใช้งานระบบ AI,วันที่ปรับสถานะ,หมายเหตุ,Feedback, สถานะ BD,วันที่ปรับสถานะ,หมายเหตุ,Feedback, สถานะโทรติดตาม,รหัสหน่วยบริการ,ai,service, ,หมายเหตุ,Service ที่มี,MED AI,วันที่ติดต่อล่าสุด,feedback
192,55606,คลินิกเวชกรรมแพทย์วีรวัฒน์,ลำปาง,ธวัชชัย รุ่งเสถียรภูธร,3.มี Provider ID สำหรับคลินิกเเล้ว,7.เคยทดลองใช้เล้วยกเลิก,24/09/2025,"คลินิกเวชกรรมหมอวีรวัฒน์ 03/09/25
- Dx text ถือว่าดีผมกำลังผูกกับ Dx Text กับ ICD10
- แล้ว ICD  10 ถ้าเราตั้งให้มันคีย์ยาเบื้องต้นให้อัตโนมัติให้ก็จะถือว่าสมบูรณ์เลยครับ
- ถ้าง่ายกว่านั้น ให้ AI ลง ICD 10 ให้เลย จะได้ไม่ต้องผูก code map  เพิ่มใน  option ให้แพทย์สามารถตั้งยาชุดตามรหัส  ICD ครับ

คลินิกเวชกรรมหมอวีรวัฒน์ 19/09/25
- ปัจจุบันไม่ใช้งานแล้ว เนื่องจากคลินิกมีคนซักประวัติอยู่แล้วทำให้พิมพ์เองรวดเร็วกว่าและ AI มีการประมวลช้าประมาน 10-15 วินาที",,3. ลูกค้าทดลองใช้,02/12/2025,ไม่มีฟีดแบคอะไรเพิ่มเติม ,,สนใจ AI+iService,55606,สนใจ AI,สนใจ iService,21/1/2026,"ใช้ iservice
ยกเลิก AI",มี iservice,0.ยังไม่ได้ติดต่อ,,
193,55824,เบอร์เส้งการแพทย์คลินิกเวชกรรม,ยะลา,ธนวิชญ์ สถิตคุณอนันต์,-,-,,,,-,,,,ไม่สนใจทั้งสองระบบ,55824,ไม่สนใจ AI,ไม่สนใจ iService,23/1/2026,หมอแจ้งว่า คงไม่ครับ เพราะ สปสช. เป็นแบบนี้คงไม่ต่อสัญญา,,0.ยังไม่ได้ติดต่อ,,
194,54464,คลินิกเวชกรรมเอเนอร์จีเดย์ขอนแก่น,ขอนแก่น,ชลธิชา ช่วยพันธ์,-,-,,,,-,,,,ไม่สนใจทั้งสองระบบ,54464,ไม่สนใจ AI,ไม่สนใจ iService,14/1/2026,หมอเเจ้งว่าไม่ค่อยได้ใช้เเล้ว เนื่องจากออกจาก สปสช.,,0.ยังไม่ได้ติดต่อ,,
195,55158,คลินิกเวชกรรมแพทย์หญิงจุฬาภรณ์,ร้อยเอ็ด,ชลธิชา ช่วยพันธ์,-,-,,,,-,,,,ไม่สนใจทั้งสองระบบ,55158,ไม่สนใจ AI,ไม่สนใจ iService,22/1/2026,ยังไม่สนใจ เจ้าหน้าที่ยังไม่สะดวก,,0.ยังไม่ได้ติดต่อ,,
196,53983,กนกคลินิกเวชกรรม,หนองคาย,ชลธิชา ช่วยพันธ์,-,-,,,,-,,,,รอพิจารณา,53983,รอพิจารณา,รอพิจารณา,13/2/2026,"ไม่รับสาย
22/1/2026 ติดต่อใหม่อีกที
13/02/26 ถ้าสนใจจะติดต่อกลับอีกที",,0.ยังไม่ได้ติดต่อ,,
197,36044,คลินิกนายแพทย์สมนึก,สกลนคร,จตุพร ผาสุจิต,3.มี Provider ID สำหรับคลินิกเเล้ว,7.เคยทดลองใช้เล้วยกเลิก,16/10/2025,"พี่หนึ่งดำเนินการส่งข้อมูล Key แล้ว นำส่งให้ทีมเทคนิคเรียบร้อย รอทีมเทคนิคดำเนินการ
16/10/68 แจ้งว่าระบบค้างที่หน้าการวิเคราะห์ผล",,-,,,,สนใจ AI,36044,สนใจ AI,ไม่สนใจ iService,30/1/2026,"หมอพูดห้วนๆ ตอนนี้ไม่ว่างเลย
30/1/2026 ติดตามครั้งล่าสุดหมอยังไม่สนใจ iService และพึ่งยกเลิกในส่วนของ AI ไป",มี AI,0.ยังไม่ได้ติดต่อ,,
198,55621,อุ่นไอรักคลินิกเวชกรรม สาขาลาซาล,กรุงเทพมหานคร,จตุพร ผาสุจิต,0.ยังไม่มี Provider ID สำหรับคลินิก,8.ไม่สนใจ,19/02/2026,"13/02/2026 ขอปรึกษากับทางหมออีกทีแล้วจะแจ้งอีกครั้ง
19/02/2026 ทางคุณแนนขอยังไม่รับตอนนี้เนื่องจาก แจ้งว่ามีเงื่อนไขค่อนข้างเยอะ เนื่องจากต้องปรับปรุงคลินิกของแต่ละสาขาทำให้ช่วงนี้ไม่ได้ ไม่ได้ใช้งานระบบเลย แล้วหมอประจำก็ค่อนข้างน้อยเลยไม่รู้ว่าต้องใช้ login ของใครที่ใช้สมัคร Provider ID ",,-,12/2/2026,เปิดระบบ นำส่งให้ลูกค้า,,ไม่สนใจทั้งสองระบบ,55621,ไม่สนใจ AI,ไม่สนใจ iService,20/2/2026,"13/01 พี่หนึ่งจะติดต่อเอง
30/1/2026 สนใจทั้ง 2 บริการ",มี iservice,0.ยังไม่ได้ติดต่อ,,
199,55862,คลินิกเวชกรรม หมอเฟิร์น,ยโสธร,ปาณิสรา ตรีรัตนธำรง,3.มี Provider ID สำหรับคลินิกเเล้ว,5.2 อยู่ระหว่าง POC,27/02/2026,"23/01/26 เเจ้ง  BD ส่งเอกสารสมัตร Provder ID
11/02/26 ได้รับ email ขอ License AI
13/02/26 เเจ้งทีมเทคนิคเซ็ต License 
16/02/26 ทีมเทคนิคเซ็ตระบบเเล้ว รอนัดหมายเทรนนิ่งใช้งาน
20/2/02/26 นัดหมายเทรนนิ่งระบบ AI วันจันทร์ 23/02/26 เวลา 17.00 น.
23/02/26 เทรนนิ่งเรียบร้อยรอติดตามการใช้งาน
27/02/26 ติดตามการใช้งานเเล้ว",27/02/26 หมอทดลองใช้เเล้ว พูดเเล้วข้อมูลไม่ขึ้น เเต่ตอนเทรนนิ่งขึ้นปกติ,2. นำส่ง User ให้ลูกค้าเเล้ว,12/2/2026,"12/02/26 ไนซ์ติดตามกับ BD เจ้าของเคสเปิดระบบให้กับลูกค้าเรียบร้อยแล้ว รอทางคลินิกเข้ามาทดลองใช้งาน
",,สนใจ AI+iService,55862,สนใจ AI,สนใจ iService,22/1/2026,สนใจทดลองใช้ทั้ง 2 ระบบ,มี iservice,0.ยังไม่ได้ติดต่อ,,
200,42303,พิมคลินิกเวชกรรม สาขาตะวันนา-บางกะปิ,กรุงเทพมหานคร,ปาณิสรา ตรีรัตนธำรง,-,-,29/07/2025,,,-,,,,รอพิจารณา,42303,รอพิจารณา,รอพิจารณา,13/1/2026,คุณหมอแจ้งว่าผมเคยฟัง Present มาแล้ว,,0.ยังไม่ได้ติดต่อ,,
201,48451,คลินิกเวชกรรมแพทย์หญิงนันทิญา,กาฬสินธุ์,จตุพร ผาสุจิต,-,-,,,,-,,,,ติดต่อใหม่,48451,ติดต่อใหม่,ติดต่อใหม่,30/1/2026,"ไม่่รับสาย
30/1/2026 ช่วงนี้ ยังไม่สะดวกคุย",,0.ยังไม่ได้ติดต่อ,,
202,55222,คลินิกเวชกรรมแพทย์ระวิวรรณ,พิษณุโลก,ชลธิชา ช่วยพันธ์,-,-,,,,-,,,,ติดต่อใหม่,55222,ติดต่อใหม่,ติดต่อใหม่,30/1/2026,"ไม่รับสาย
30/1/2026 ยังไม่สะดวกคุย คนไข้ยังเหลืออยู่เป็น 10 เลย",,0.ยังไม่ได้ติดต่อ,,
203,56042,รักษ์ดี คลินิกเวชกรรม,กรุงเทพมหานคร,ธนวิชญ์ สถิตคุณอนันต์,-,-,,,,-,,,,รอพิจารณา,56042,รอพิจารณา,รอพิจารณา,13/1/2026,ส่งรายละเอียดให้ทางไลน์,,0.ยังไม่ได้ติดต่อ,,
204,54394,คลินิกเวชกรรมหมอเสกสรรค์,ศรีสะเกษ,ธนวัฒน์ เศวตวงศ์,-,-,,,,-,,,,ไม่สนใจทั้งสองระบบ,54394,ไม่สนใจ AI,ไม่สนใจ iService,22/1/2026,เนื่องจากจะออกจาก สปสช.เลยใช้เบบกระดาษ,,0.ยังไม่ได้ติดต่อ,,
205,55217,คลินิกเวชกรรมนายแพทย์ชารินทร์,อุตรดิตถ์,อริสรา ส่วนบุญ,-,-,,,,-,,,,ไม่สนใจทั้งสองระบบ,55217,ไม่สนใจ AI,ไม่สนใจ iService,22/1/2026,หมอแจ้งว่า ระบบที่ใช้อยู่ทุกวันนี้ก็ดีมากๆ แล้ว ชินกับระบบนี้ไปแล้ว,,0.ยังไม่ได้ติดต่อ,,
206,CA0000046,คลินิกเฉพาะทางด้านเวชกรรมสาขาเวชศาสตร์ครอบครัวแพทย์หญิงกานต์ธิดา,เพชรบูรณ์,ชลธิชา ช่วยพันธ์,-,-,,,,-,,,,ติดต่อใหม่,CA0000046,ติดต่อใหม่,ติดต่อใหม่,30/1/2026,"ไม่รับสาย
30/1/2026 ตอนนี้ยังไม่สะดวกคุย",,0.ยังไม่ได้ติดต่อ,,
207,51989,คลินิกหมอธันวา คลินิกเวชกรรม,เชียงราย,ชลธิชา ช่วยพันธ์,-,-,,,,-,,,,ไม่สนใจทั้งสองระบบ,51989,ไม่สนใจ AI,ไม่สนใจ iService,22/1/2026,เนื่องจากไม่เข้าร่วมคลินิกนวัตกรรม,,0.ยังไม่ได้ติดต่อ,,
